"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Causes"	"Drug/Alcohol Induced Causes Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	% of Total Deaths
	"Benton County, AR"	"05007"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	23	249672	9.2	5.8	13.8	8.8	5.6	13.2	0.0%
	"Benton County, AR"	"05007"	"2015"	"2015"	"All Other Causes"	"O"	1772	249672	709.7	676.7	742.8	715.3	681.7	748.8	0.1%
	"Boone County, AR"	"05009"	"2015"	"2015"	"All Other Causes"	"O"	460	37222	1235.8	1122.9	1348.8	850.0	770.4	929.6	0.0%
	"Bradley County, AR"	"05011"	"2015"	"2015"	"All Other Causes"	"O"	140	11094	1261.9	1052.9	1471.0	951.7	789.2	1114.2	0.0%
	"Calhoun County, AR"	"05013"	"2015"	"2015"	"All Other Causes"	"O"	67	5229	1281.3	993.0	1627.2	886.9	678.4	1139.2	0.0%
	"Carroll County, AR"	"05015"	"2015"	"2015"	"All Other Causes"	"O"	315	27704	1137.0	1011.5	1262.6	823.1	727.5	918.8	0.0%
	"Chicot County, AR"	"05017"	"2015"	"2015"	"All Other Causes"	"O"	148	11027	1342.2	1125.9	1558.4	922.4	764.3	1080.4	0.0%
	"Clark County, AR"	"05019"	"2015"	"2015"	"All Other Causes"	"O"	245	22633	1082.5	946.9	1218.0	910.3	793.4	1027.1	0.0%
	"Clay County, AR"	"05021"	"2015"	"2015"	"Drug-Induced Causes"	"D"	10	15109	Unreliable	31.7	121.7	Unreliable	35.8	137.5	0.0%
	"Clay County, AR"	"05021"	"2015"	"2015"	"All Other Causes"	"O"	232	15109	1535.5	1337.9	1733.1	1019.6	883.5	1155.6	0.0%
	"Cleburne County, AR"	"05023"	"2015"	"2015"	"All Other Causes"	"O"	382	25467	1500.0	1349.6	1650.4	902.0	803.2	1000.8	0.0%
	"Cleveland County, AR"	"05025"	"2015"	"2015"	"All Other Causes"	"O"	111	8311	1335.6	1087.1	1584.0	1000.7	809.4	1191.9	0.0%
	"Columbia County, AR"	"05027"	"2015"	"2015"	"All Other Causes"	"O"	303	24114	1256.5	1115.0	1398.0	973.5	861.0	1086.0	0.0%
	"Conway County, AR"	"05029"	"2015"	"2015"	"All Other Causes"	"O"	272	21019	1294.1	1140.3	1447.9	936.5	822.8	1050.2	0.0%
	"Craighead County, AR"	"05031"	"2015"	"2015"	"Drug-Induced Causes"	"D"	15	104354	Unreliable	8.0	23.7	Unreliable	8.6	25.3	0.0%
	"Craighead County, AR"	"05031"	"2015"	"2015"	"All Other Causes"	"O"	871	104354	834.7	779.2	890.1	822.3	767.1	877.4	0.0%
	"Crawford County, AR"	"05033"	"2015"	"2015"	"Drug-Induced Causes"	"D"	12	61703	Unreliable	10.0	34.0	Unreliable	10.0	35.9	0.0%
	"Crawford County, AR"	"05033"	"2015"	"2015"	"All Other Causes"	"O"	641	61703	1038.8	958.4	1119.3	903.9	832.7	975.0	0.0%
	"Crittenden County, AR"	"05035"	"2015"	"2015"	"All Other Causes"	"O"	458	48963	935.4	849.7	1021.1	940.6	852.8	1028.5	0.0%
	"Cross County, AR"	"05037"	"2015"	"2015"	"All Other Causes"	"O"	218	17284	1261.3	1093.8	1428.7	995.4	860.2	1130.6	0.0%
	"Dallas County, AR"	"05039"	"2015"	"2015"	"All Other Causes"	"O"	108	7604	1420.3	1152.4	1688.2	966.6	773.2	1160.1	0.0%
	"Desha County, AR"	"05041"	"2015"	"2015"	"All Other Causes"	"O"	170	11965	1420.8	1207.2	1634.4	1148.4	968.7	1328.2	0.0%
	"Drew County, AR"	"05043"	"2015"	"2015"	"All Other Causes"	"O"	203	18778	1081.1	932.3	1229.8	901.1	774.2	1028.0	0.0%
	"Faulkner County, AR"	"05045"	"2015"	"2015"	"Drug-Induced Causes"	"D"	12	121552	Unreliable	5.1	17.2	Unreliable	5.6	19.0	0.0%
	"Faulkner County, AR"	"05045"	"2015"	"2015"	"All Other Causes"	"O"	912	121552	750.3	701.6	799.0	856.2	799.8	912.7	0.0%
	"Franklin County, AR"	"05047"	"2015"	"2015"	"All Other Causes"	"O"	229	17702	1293.6	1126.1	1461.2	963.3	835.2	1091.3	0.0%
	"Fulton County, AR"	"05049"	"2015"	"2015"	"All Other Causes"	"O"	178	12204	1458.5	1244.3	1672.8	853.5	718.3	988.6	0.0%
	"Garland County, AR"	"05051"	"2015"	"2015"	"Drug-Induced Causes"	"D"	26	97177	26.8	17.5	39.2	28.5	18.1	42.8	0.0%
	"Garland County, AR"	"05051"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	11	97177	Unreliable	5.7	20.3	Unreliable	4.8	18.5	0.0%
	"Garland County, AR"	"05051"	"2015"	"2015"	"All Other Causes"	"O"	1369	97177	1408.8	1334.1	1483.4	918.2	867.5	968.8	0.1%
	"Grant County, AR"	"05053"	"2015"	"2015"	"All Other Causes"	"O"	188	18102	1038.6	890.1	1187.0	890.9	760.8	1021.0	0.0%
	"Greene County, AR"	"05055"	"2015"	"2015"	"Drug-Induced Causes"	"D"	13	44196	Unreliable	15.7	50.3	Unreliable	16.3	52.3	0.0%
	"Greene County, AR"	"05055"	"2015"	"2015"	"All Other Causes"	"O"	488	44196	1104.2	1006.2	1202.1	986.3	897.7	1074.9	0.0%
	"Hempstead County, AR"	"05057"	"2015"	"2015"	"All Other Causes"	"O"	229	22084	1036.9	902.6	1171.3	839.5	728.7	950.3	0.0%
	"Hot Spring County, AR"	"05059"	"2015"	"2015"	"All Other Causes"	"O"	417	33426	1247.5	1127.8	1367.3	1008.3	909.4	1107.2	0.0%
	"Howard County, AR"	"05061"	"2015"	"2015"	"All Other Causes"	"O"	192	13300	1443.6	1239.4	1647.8	1120.4	959.4	1281.4	0.0%
	"Independence County, AR"	"05063"	"2015"	"2015"	"All Other Causes"	"O"	431	37052	1163.2	1053.4	1273.1	921.3	832.9	1009.7	0.0%
	"Izard County, AR"	"05065"	"2015"	"2015"	"All Other Causes"	"O"	189	13445	1405.7	1205.3	1606.1	809.1	687.4	930.8	0.0%
	"Jackson County, AR"	"05067"	"2015"	"2015"	"All Other Causes"	"O"	216	17338	1245.8	1079.7	1412.0	999.6	863.9	1135.2	0.0%
	"Jefferson County, AR"	"05069"	"2015"	"2015"	"Drug-Induced Causes"	"D"	10	71565	Unreliable	6.7	25.7	Unreliable	6.9	28.5	0.0%
	"Jefferson County, AR"	"05069"	"2015"	"2015"	"All Other Causes"	"O"	870	71565	1215.7	1134.9	1296.5	1028.6	958.8	1098.5	0.0%
	"Johnson County, AR"	"05071"	"2015"	"2015"	"All Other Causes"	"O"	268	26141	1025.2	902.5	1148.0	876.7	770.1	983.2	0.0%
	"Lafayette County, AR"	"05073"	"2015"	"2015"	"All Other Causes"	"O"	77	6996	1100.6	868.6	1375.6	751.8	582.6	954.7	0.0%
	"Lawrence County, AR"	"05075"	"2015"	"2015"	"All Other Causes"	"O"	226	16779	1346.9	1171.3	1522.5	940.9	815.0	1066.9	0.0%
	"Lee County, AR"	"05077"	"2015"	"2015"	"All Other Causes"	"O"	121	9650	1253.9	1030.5	1477.3	975.9	798.6	1153.2	0.0%
	"Lincoln County, AR"	"05079"	"2015"	"2015"	"All Other Causes"	"O"	123	13820	890.0	732.7	1047.3	831.8	683.9	979.8	0.0%
	"Little River County, AR"	"05081"	"2015"	"2015"	"All Other Causes"	"O"	170	12472	1363.1	1158.2	1568.0	1019.7	861.8	1177.5	0.0%
	"Logan County, AR"	"05083"	"2015"	"2015"	"All Other Causes"	"O"	314	21714	1446.1	1286.1	1606.0	1061.5	940.6	1182.5	0.0%
	"Lonoke County, AR"	"05085"	"2015"	"2015"	"All Other Causes"	"O"	674	71645	940.7	869.7	1011.8	954.0	880.9	1027.1	0.0%
	"Madison County, AR"	"05087"	"2015"	"2015"	"All Other Causes"	"O"	182	15767	1154.3	986.6	1322.0	912.4	776.8	1048.1	0.0%
	"Marion County, AR"	"05089"	"2015"	"2015"	"All Other Causes"	"O"	260	16185	1606.4	1411.2	1801.7	928.7	804.4	1053.0	0.0%
	"Miller County, AR"	"05091"	"2015"	"2015"	"All Other Causes"	"O"	478	43908	1088.6	991.0	1186.2	947.1	860.9	1033.3	0.0%
	"Mississippi County, AR"	"05093"	"2015"	"2015"	"All Other Causes"	"O"	493	43738	1127.2	1027.7	1226.7	1061.0	965.9	1156.1	0.0%
	"Monroe County, AR"	"05095"	"2015"	"2015"	"All Other Causes"	"O"	108	7399	1459.7	1184.4	1734.9	948.4	761.9	1134.9	0.0%
	"Montgomery County, AR"	"05097"	"2015"	"2015"	"All Other Causes"	"O"	141	8970	1571.9	1312.4	1831.4	919.9	756.7	1083.1	0.0%
	"Nevada County, AR"	"05099"	"2015"	"2015"	"All Other Causes"	"O"	120	8558	1402.2	1151.3	1653.1	990.3	806.0	1174.5	0.0%
	"Newton County, AR"	"05101"	"2015"	"2015"	"All Other Causes"	"O"	107	7913	1352.2	1096.0	1608.4	833.3	664.0	1002.5	0.0%
	"Ouachita County, AR"	"05103"	"2015"	"2015"	"All Other Causes"	"O"	341	24358	1400.0	1251.4	1548.5	1031.0	917.1	1145.0	0.0%
	"Perry County, AR"	"05105"	"2015"	"2015"	"All Other Causes"	"O"	126	10189	1236.6	1020.7	1452.6	938.6	770.9	1106.3	0.0%
	"Phillips County, AR"	"05107"	"2015"	"2015"	"All Other Causes"	"O"	267	19513	1368.3	1204.2	1532.4	1157.4	1013.4	1301.3	0.0%
	"Pike County, AR"	"05109"	"2015"	"2015"	"All Other Causes"	"O"	136	10824	1256.5	1045.3	1467.6	960.3	794.7	1126.0	0.0%
	"Poinsett County, AR"	"05111"	"2015"	"2015"	"All Other Causes"	"O"	344	24040	1430.9	1279.7	1582.2	1181.1	1053.6	1308.5	0.0%
	"Polk County, AR"	"05113"	"2015"	"2015"	"All Other Causes"	"O"	287	20216	1419.7	1255.4	1583.9	963.1	847.8	1078.3	0.0%
	"Pope County, AR"	"05115"	"2015"	"2015"	"All Other Causes"	"O"	572	63390	902.4	828.4	976.3	826.0	757.5	894.5	0.0%
	"Prairie County, AR"	"05117"	"2015"	"2015"	"All Other Causes"	"O"	105	8291	1266.4	1024.2	1508.7	784.1	628.9	939.3	0.0%
	"Pulaski County, AR"	"05119"	"2015"	"2015"	"Drug-Induced Causes"	"D"	46	392664	11.7	8.6	15.6	12.4	9.0	16.6	0.0%
	"Pulaski County, AR"	"05119"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	46	392664	11.7	8.6	15.6	10.7	7.8	14.4	0.0%
	"Pulaski County, AR"	"05119"	"2015"	"2015"	"All Other Causes"	"O"	3585	392664	913.0	883.1	942.9	840.1	812.1	868.1	0.1%
	"Randolph County, AR"	"05121"	"2015"	"2015"	"All Other Causes"	"O"	257	17469	1471.2	1291.3	1651.0	1019.3	889.8	1148.8	0.0%
	"St. Francis County, AR"	"05123"	"2015"	"2015"	"All Other Causes"	"O"	278	26589	1045.5	922.6	1168.5	972.3	855.8	1088.8	0.0%
	"Saline County, AR"	"05125"	"2015"	"2015"	"Drug-Induced Causes"	"D"	14	117460	Unreliable	6.5	20.0	Unreliable	6.7	20.5	0.0%
	"Saline County, AR"	"05125"	"2015"	"2015"	"All Other Causes"	"O"	1107	117460	942.4	886.9	998.0	789.9	742.6	837.2	0.0%
	"Scott County, AR"	"05127"	"2015"	"2015"	"All Other Causes"	"O"	120	10513	1141.4	937.2	1345.7	848.7	692.3	1005.1	0.0%
	"Searcy County, AR"	"05129"	"2015"	"2015"	"All Other Causes"	"O"	111	7869	1410.6	1148.2	1673.0	833.2	670.2	996.2	0.0%
	"Sebastian County, AR"	"05131"	"2015"	"2015"	"Drug-Induced Causes"	"D"	21	127780	16.4	10.2	25.1	16.8	10.3	26.0	0.0%
	"Sebastian County, AR"	"05131"	"2015"	"2015"	"All Other Causes"	"O"	1235	127780	966.5	912.6	1020.4	863.6	814.7	912.4	0.0%
	"Sevier County, AR"	"05133"	"2015"	"2015"	"All Other Causes"	"O"	157	17290	908.0	766.0	1050.1	866.6	730.2	1003.0	0.0%
	"Sharp County, AR"	"05135"	"2015"	"2015"	"All Other Causes"	"O"	269	16912	1590.6	1400.5	1780.7	953.1	831.1	1075.0	0.0%
	"Stone County, AR"	"05137"	"2015"	"2015"	"All Other Causes"	"O"	155	12456	1244.4	1048.5	1440.3	754.8	624.6	885.0	0.0%
	"Union County, AR"	"05139"	"2015"	"2015"	"All Other Causes"	"O"	505	40144	1258.0	1148.3	1367.7	972.8	886.4	1059.2	0.0%
	"Van Buren County, AR"	"05141"	"2015"	"2015"	"All Other Causes"	"O"	221	16771	1317.8	1144.0	1491.5	781.4	672.0	890.7	0.0%
	"Washington County, AR"	"05143"	"2015"	"2015"	"Drug-Induced Causes"	"D"	21	225477	9.3	5.8	14.2	9.6	5.8	14.8	0.0%
	"Washington County, AR"	"05143"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	23	225477	10.2	6.5	15.3	10.5	6.6	15.9	0.0%
	"Washington County, AR"	"05143"	"2015"	"2015"	"All Other Causes"	"O"	1514	225477	671.5	637.6	705.3	768.2	729.0	807.4	0.1%
	"White County, AR"	"05145"	"2015"	"2015"	"Drug-Induced Causes"	"D"	15	79161	Unreliable	10.6	31.3	Unreliable	10.2	31.2	0.0%
	"White County, AR"	"05145"	"2015"	"2015"	"All Other Causes"	"O"	832	79161	1051.0	979.6	1122.4	934.9	870.6	999.2	0.0%
	"Woodruff County, AR"	"05147"	"2015"	"2015"	"All Other Causes"	"O"	97	6741	1439.0	1166.9	1755.4	933.5	747.7	1151.4	0.0%
	"Yell County, AR"	"05149"	"2015"	"2015"	"All Other Causes"	"O"	261	21713	1202.0	1056.2	1347.9	941.0	825.4	1056.6	0.0%
	"Alameda County, CA"	"06001"	"2015"	"2015"	"Drug-Induced Causes"	"D"	212	1638215	12.9	11.2	14.7	12.0	10.4	13.6	0.0%
	"Alameda County, CA"	"06001"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	140	1638215	8.5	7.1	10.0	7.7	6.4	9.0	0.0%
	"Alameda County, CA"	"06001"	"2015"	"2015"	"All Other Causes"	"O"	9452	1638215	577.0	565.3	588.6	553.6	542.3	565.0	0.3%
	"Alpine County, CA"	"06003"	"2015"	"2015"	"All Other Causes"	"O"	10	1110	Unreliable	432.0	1656.8	Unreliable	373.2	1912.8	0.0%
	"Amador County, CA"	"06005"	"2015"	"2015"	"All Other Causes"	"O"	417	37001	1127.0	1018.8	1235.2	650.8	584.5	717.1	0.0%
	"Butte County, CA"	"06007"	"2015"	"2015"	"Drug-Induced Causes"	"D"	68	225411	30.2	23.4	38.2	28.3	21.6	36.3	0.0%
	"Butte County, CA"	"06007"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	56	225411	24.8	18.8	32.3	21.3	15.8	28.0	0.0%
	"Butte County, CA"	"06007"	"2015"	"2015"	"All Other Causes"	"O"	2274	225411	1008.8	967.4	1050.3	754.6	722.5	786.7	0.1%
	"Calaveras County, CA"	"06009"	"2015"	"2015"	"Drug-Induced Causes"	"D"	11	44828	Unreliable	12.2	43.9	Unreliable	10.0	41.5	0.0%
	"Calaveras County, CA"	"06009"	"2015"	"2015"	"All Other Causes"	"O"	449	44828	1001.6	909.0	1094.3	628.4	565.2	691.5	0.0%
	"Colusa County, CA"	"06011"	"2015"	"2015"	"All Other Causes"	"O"	163	21482	758.8	642.3	875.3	733.3	618.9	847.8	0.0%
	"Contra Costa County, CA"	"06013"	"2015"	"2015"	"Drug-Induced Causes"	"D"	123	1126745	10.9	9.0	12.8	10.0	8.2	11.9	0.0%
	"Contra Costa County, CA"	"06013"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	116	1126745	10.3	8.4	12.2	9.1	7.4	10.7	0.0%
	"Contra Costa County, CA"	"06013"	"2015"	"2015"	"All Other Causes"	"O"	7616	1126745	675.9	660.7	691.1	586.7	573.2	600.1	0.3%
	"Del Norte County, CA"	"06015"	"2015"	"2015"	"All Other Causes"	"O"	281	27254	1031.0	910.5	1151.6	849.0	748.0	950.0	0.0%
	"El Dorado County, CA"	"06017"	"2015"	"2015"	"Drug-Induced Causes"	"D"	40	184452	21.7	15.5	29.5	21.4	14.9	29.8	0.0%
	"El Dorado County, CA"	"06017"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	26	184452	14.1	9.2	20.7	12.3	7.7	18.6	0.0%
	"El Dorado County, CA"	"06017"	"2015"	"2015"	"All Other Causes"	"O"	1519	184452	823.5	782.1	864.9	618.2	586.2	650.2	0.1%
	"Fresno County, CA"	"06019"	"2015"	"2015"	"Drug-Induced Causes"	"D"	152	974861	15.6	13.1	18.1	16.5	13.8	19.2	0.0%
	"Fresno County, CA"	"06019"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	146	974861	15.0	12.5	17.4	15.2	12.7	17.7	0.0%
	"Fresno County, CA"	"06019"	"2015"	"2015"	"All Other Causes"	"O"	6305	974861	646.8	630.8	662.7	691.9	674.6	709.2	0.2%
	"Glenn County, CA"	"06021"	"2015"	"2015"	"All Other Causes"	"O"	260	28017	928.0	815.2	1040.8	804.4	705.3	903.4	0.0%
	"Humboldt County, CA"	"06023"	"2015"	"2015"	"Drug-Induced Causes"	"D"	48	135727	35.4	26.1	46.9	33.4	24.3	44.9	0.0%
	"Humboldt County, CA"	"06023"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	50	135727	36.8	27.3	48.6	31.9	23.3	42.7	0.0%
	"Humboldt County, CA"	"06023"	"2015"	"2015"	"All Other Causes"	"O"	1197	135727	881.9	832.0	931.9	738.5	695.3	781.6	0.0%
	"Imperial County, CA"	"06025"	"2015"	"2015"	"Drug-Induced Causes"	"D"	42	180191	23.3	16.8	31.5	24.9	17.9	33.8	0.0%
	"Imperial County, CA"	"06025"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	16	180191	Unreliable	5.1	14.4	Unreliable	5.1	14.6	0.0%
	"Imperial County, CA"	"06025"	"2015"	"2015"	"All Other Causes"	"O"	1005	180191	557.7	523.3	592.2	550.7	516.4	585.1	0.0%
	"Inyo County, CA"	"06027"	"2015"	"2015"	"All Other Causes"	"O"	186	18260	1018.6	872.2	1165.0	603.2	512.9	693.6	0.0%
	"Kern County, CA"	"06029"	"2015"	"2015"	"Drug-Induced Causes"	"D"	219	882176	24.8	21.5	28.1	25.9	22.4	29.4	0.0%
	"Kern County, CA"	"06029"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	135	882176	15.3	12.7	17.9	16.3	13.5	19.1	0.0%
	"Kern County, CA"	"06029"	"2015"	"2015"	"All Other Causes"	"O"	5433	882176	615.9	599.5	632.2	754.5	734.0	775.0	0.2%
	"Kings County, CA"	"06031"	"2015"	"2015"	"Drug-Induced Causes"	"D"	15	150965	Unreliable	5.6	16.4	Unreliable	6.0	17.7	0.0%
	"Kings County, CA"	"06031"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	13	150965	Unreliable	4.6	14.7	Unreliable	5.0	16.0	0.0%
	"Kings County, CA"	"06031"	"2015"	"2015"	"All Other Causes"	"O"	753	150965	498.8	463.2	534.4	652.3	605.1	699.6	0.0%
	"Lake County, CA"	"06033"	"2015"	"2015"	"Drug-Induced Causes"	"D"	34	64591	52.6	36.5	73.6	50.9	34.1	73.1	0.0%
	"Lake County, CA"	"06033"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	31	64591	48.0	32.6	68.1	36.7	24.2	53.4	0.0%
	"Lake County, CA"	"06033"	"2015"	"2015"	"All Other Causes"	"O"	848	64591	1312.9	1224.5	1401.2	918.3	852.9	983.7	0.0%
	"Lassen County, CA"	"06035"	"2015"	"2015"	"All Other Causes"	"O"	226	31345	721.0	627.0	815.0	707.8	613.7	801.8	0.0%
	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Drug-Induced Causes"	"D"	751	10170292	7.4	6.9	7.9	7.1	6.6	7.6	0.0%
	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	1345	10170292	13.2	12.5	13.9	12.3	11.6	12.9	0.0%
	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"All Other Causes"	"O"	60312	10170292	593.0	588.3	597.8	571.7	567.0	576.3	2.2%
	"Madera County, CA"	"06039"	"2015"	"2015"	"Drug-Induced Causes"	"D"	29	154998	18.7	12.5	26.9	18.2	12.1	26.4	0.0%
	"Madera County, CA"	"06039"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	17	154998	Unreliable	6.4	17.6	Unreliable	6.1	17.4	0.0%
	"Madera County, CA"	"06039"	"2015"	"2015"	"All Other Causes"	"O"	1050	154998	677.4	636.5	718.4	693.0	650.7	735.4	0.0%
	"Marin County, CA"	"06041"	"2015"	"2015"	"Drug-Induced Causes"	"D"	20	261221	7.7	4.7	11.8	7.5	4.4	11.8	0.0%
	"Marin County, CA"	"06041"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	24	261221	9.2	5.9	13.7	5.7	3.6	8.5	0.0%
	"Marin County, CA"	"06041"	"2015"	"2015"	"All Other Causes"	"O"	1930	261221	738.8	705.9	771.8	468.1	446.4	489.7	0.1%
	"Mariposa County, CA"	"06043"	"2015"	"2015"	"All Other Causes"	"O"	186	17531	1061.0	908.5	1213.5	624.5	527.3	721.7	0.0%
	"Mendocino County, CA"	"06045"	"2015"	"2015"	"Drug-Induced Causes"	"D"	16	87649	Unreliable	10.4	29.6	Unreliable	10.8	32.0	0.0%
	"Mendocino County, CA"	"06045"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	13	87649	Unreliable	7.9	25.4	Unreliable	5.9	20.0	0.0%
	"Mendocino County, CA"	"06045"	"2015"	"2015"	"All Other Causes"	"O"	813	87649	927.6	863.8	991.3	682.2	633.2	731.2	0.0%
	"Merced County, CA"	"06047"	"2015"	"2015"	"Drug-Induced Causes"	"D"	42	268455	15.6	11.3	21.1	17.3	12.4	23.4	0.0%
	"Merced County, CA"	"06047"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	50	268455	18.6	13.8	24.6	20.2	14.9	26.7	0.0%
	"Merced County, CA"	"06047"	"2015"	"2015"	"All Other Causes"	"O"	1607	268455	598.6	569.3	627.9	695.5	661.0	729.9	0.1%
	"Modoc County, CA"	"06049"	"2015"	"2015"	"All Other Causes"	"O"	102	8965	1137.8	917.0	1358.6	747.4	593.3	901.5	0.0%
	"Mono County, CA"	"06051"	"2015"	"2015"	"All Other Causes"	"O"	63	13909	452.9	348.1	579.5	494.3	375.4	639.0	0.0%
	"Monterey County, CA"	"06053"	"2015"	"2015"	"Drug-Induced Causes"	"D"	49	433898	11.3	8.4	14.9	11.1	8.1	14.7	0.0%
	"Monterey County, CA"	"06053"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	59	433898	13.6	10.4	17.5	13.5	10.2	17.5	0.0%
	"Monterey County, CA"	"06053"	"2015"	"2015"	"All Other Causes"	"O"	2484	433898	572.5	550.0	595.0	560.1	537.6	582.5	0.1%
	"Napa County, CA"	"06055"	"2015"	"2015"	"Drug-Induced Causes"	"D"	19	142456	Unreliable	8.0	20.8	Unreliable	7.9	21.1	0.0%
	"Napa County, CA"	"06055"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	23	142456	16.1	10.2	24.2	13.8	8.6	20.9	0.0%
	"Napa County, CA"	"06055"	"2015"	"2015"	"All Other Causes"	"O"	1204	142456	845.2	797.4	892.9	610.2	575.0	645.4	0.0%
	"Nevada County, CA"	"06057"	"2015"	"2015"	"Drug-Induced Causes"	"D"	20	98877	20.2	12.4	31.2	20.7	12.2	32.6	0.0%
	"Nevada County, CA"	"06057"	"2015"	"2015"	"All Other Causes"	"O"	975	98877	986.1	924.2	1048.0	561.7	524.3	599.0	0.0%
	"Orange County, CA"	"06059"	"2015"	"2015"	"Drug-Induced Causes"	"D"	391	3169776	12.3	11.1	13.6	11.5	10.4	12.7	0.0%
	"Orange County, CA"	"06059"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	339	3169776	10.7	9.6	11.8	9.5	8.5	10.5	0.0%
	"Orange County, CA"	"06059"	"2015"	"2015"	"All Other Causes"	"O"	18584	3169776	586.3	577.9	594.7	532.7	524.9	540.4	0.7%
	"Placer County, CA"	"06061"	"2015"	"2015"	"Drug-Induced Causes"	"D"	46	375391	12.3	9.0	16.3	11.8	8.5	15.9	0.0%
	"Placer County, CA"	"06061"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	59	375391	15.7	12.0	20.3	12.5	9.4	16.3	0.0%
	"Placer County, CA"	"06061"	"2015"	"2015"	"All Other Causes"	"O"	3074	375391	818.9	789.9	847.8	588.2	567.0	609.4	0.1%
	"Plumas County, CA"	"06063"	"2015"	"2015"	"All Other Causes"	"O"	218	18409	1184.2	1027.0	1341.4	716.3	614.7	817.9	0.0%
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Drug-Induced Causes"	"D"	358	2361026	15.2	13.6	16.7	14.9	13.4	16.5	0.0%
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	333	2361026	14.1	12.6	15.6	13.2	11.8	14.7	0.0%
	"Riverside County, CA"	"06065"	"2015"	"2015"	"All Other Causes"	"O"	15477	2361026	655.5	645.2	665.8	623.9	614.0	633.8	0.6%
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"Drug-Induced Causes"	"D"	298	1501335	19.8	17.6	22.1	18.7	16.5	20.8	0.0%
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	247	1501335	16.5	14.4	18.5	15.1	13.2	17.0	0.0%
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"All Other Causes"	"O"	10882	1501335	724.8	711.2	738.4	682.1	669.1	695.1	0.4%
	"San Benito County, CA"	"06069"	"2015"	"2015"	"All Other Causes"	"O"	309	58792	525.6	467.0	584.2	554.5	491.4	617.6	0.0%
	"San Bernardino County, CA"	"06071"	"2015"	"2015"	"Drug-Induced Causes"	"D"	228	2128133	10.7	9.3	12.1	10.7	9.3	12.1	0.0%
	"San Bernardino County, CA"	"06071"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	332	2128133	15.6	13.9	17.3	15.4	13.7	17.1	0.0%
	"San Bernardino County, CA"	"06071"	"2015"	"2015"	"All Other Causes"	"O"	12995	2128133	610.6	600.1	621.1	712.3	699.8	724.8	0.5%
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Drug-Induced Causes"	"D"	450	3299521	13.6	12.4	14.9	12.8	11.6	14.0	0.0%
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	440	3299521	13.3	12.1	14.6	12.5	11.3	13.6	0.0%
	"San Diego County, CA"	"06073"	"2015"	"2015"	"All Other Causes"	"O"	20018	3299521	606.7	598.3	615.1	565.4	557.5	573.4	0.7%
	"San Francisco County, CA"	"06075"	"2015"	"2015"	"Drug-Induced Causes"	"D"	200	864816	23.1	19.9	26.3	20.5	17.6	23.4	0.0%
	"San Francisco County, CA"	"06075"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	100	864816	11.6	9.3	13.8	9.9	8.0	11.9	0.0%
	"San Francisco County, CA"	"06075"	"2015"	"2015"	"All Other Causes"	"O"	5430	864816	627.9	611.2	644.6	511.8	497.9	525.7	0.2%
	"San Joaquin County, CA"	"06077"	"2015"	"2015"	"Drug-Induced Causes"	"D"	124	726106	17.1	14.1	20.1	17.1	14.0	20.1	0.0%
